Protein IDs	protein names	Gene names SINGLE	ENSG	ENSP	logP	q-value
H0YDT6;O00303	Eukaryotic translation initiation factor 3 subunit F	EIF3F	ENSG00000175390;ENSG00000280606;ENSG00000175390	ENSP00000310040;ENSP00000431800;ENSP00000485772;ENSP00000486798;ENSP00000432489;ENSP00000434286	4.450627013	0.000334292
H0YI09;Q9H8H3;F8VQX6	Methyltransferase-like protein 7A	METTL7A	ENSG00000185432	ENSP00000331787;ENSP00000447542;ENSP00000448286;ENSP00000448785;ENSP00000450239	3.266530303	0.002996289
H0YJ97;Q15643	Thyroid receptor-interacting protein 11	TRIP11	ENSG00000100815	ENSP00000267622;ENSP00000451032;ENSP00000451607;ENSP00000451944	0.033416168	0.958804534
H0YLU7;P13804-2;P13804;H0YK49;H0YNX6;H0YL12;H0YKF0;H0YL83;H0YM12	Electron transfer flavoprotein subunit alpha, mitochondrial	ETFA	ENSG00000140374	ENSP00000267950;ENSP00000399273;ENSP00000452659;ENSP00000452762;ENSP00000452777;ENSP00000452942;ENSP00000453017;ENSP00000453098;ENSP00000453345;ENSP00000453422;ENSP00000453753;ENSP00000454194;ENSP00000458001	6.122059384	1.68E-05
I3L1U2;H3BM90;Q8WZ19	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1	KCTD13	ENSG00000174943	ENSP00000311202;ENSP00000454282;ENSP00000455785;ENSP00000458486;ENSP00000459104;ENSP00000460526	1.03526919	0.181117753
H3BN02;P20702	Integrin alpha-X	ITGAX	ENSG00000140678	ENSP00000268296;ENSP00000454623;ENSP00000483860	3.470335761	0.002082967
H3BV16;H3BPJ9;O96000-2;O96000	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	ENSG00000140990	ENSP00000268668;ENSP00000445086;ENSP00000455348;ENSP00000457908	2.131360863	0.02446732
H3BRG4;P22695;H3BSJ9;H3BP04;H3BUE4;H3BUI9;A0A087WVZ4	Cytochrome b-c1 complex subunit 2, mitochondrial	UQCRC2	ENSG00000140740	ENSP00000268379;ENSP00000455088;ENSP00000456232;ENSP00000456738;ENSP00000457600;ENSP00000457662;ENSP00000479799;ENSP00000485966	4.601112853	0.000247959
H3BS70;Q96DC0;P42126-2;P42126	Enoyl-CoA delta isomerase 1, mitochondrial	ECI1	ENSG00000167969	ENSP00000301729;ENSP00000456319;ENSP00000456565;ENSP00000457900	4.724470337	0.000194029
H3BSM5;P60520;H3BU36;H3BQ50	Gamma-aminobutyric acid receptor-associated protein-like 2	GABARAPL2	ENSG00000034713	ENSP00000037243;ENSP00000455606;ENSP00000456773;ENSP00000457448	2.206067712	0.021540535
H7BXD5;P28676;H7C2Z6;C9JIZ3;C9JWQ8;C9JV47	Grancalcin	GCA	ENSG00000115271	ENSP00000233612;ENSP00000393218;ENSP00000394842;ENSP00000403805;ENSP00000408620;ENSP00000412899	13.35527547	4.02E-11
H7BXY5;Q0ZGT2-4;Q0ZGT2-3;Q0ZGT2-2;Q0ZGT2	Nexilin	NEXN	ENSG00000162614	ENSP00000327363;ENSP00000333938;ENSP00000343928;ENSP00000383814;ENSP00000411902	2.684768422	0.008690677
H7C580;V9GYZ1;V9GZ57;P18084	Integrin beta;Integrin beta-5	ITGB5	ENSG00000082781	ENSP00000296181;ENSP00000418079;ENSP00000418367;ENSP00000419198;ENSP00000420814;ENSP00000476655;ENSP00000477230;ENSP00000477446	2.953933057	0.005218494
I3L4V0;I3L3Z2;Q9BRA0;Q9BRA0-2	N-alpha-acetyltransferase 38, NatC auxiliary subunit	NAA38	ENSG00000183011	ENSP00000332103;ENSP00000459449;ENSP00000460085;ENSP00000460172;ENSP00000460841;ENSP00000461545	6.797343855	4.76E-06
J3KMX3;P02771	Alpha-fetoprotein	AFP	ENSG00000081051	ENSP00000226359;ENSP00000379138	5.510579236	4.68E-05
J3KNB4;P49913	Cathelicidin antimicrobial peptide;Antibacterial protein FALL-39;Antibacterial protein LL-37	CAMP	ENSG00000164047	ENSP00000296435;ENSP00000458149	3.921312884	0.000894555
J3KNF8;O43169;H3BUX2;J3QR91;D6RFH4	Cytochrome b5 type B	CYB5B	ENSG00000103018	ENSP00000308430;ENSP00000421492;ENSP00000423679;ENSP00000457848;ENSP00000464102	1.890405947	0.038932071
J3KPX7;Q99623;F5GY37;Q99623-2;F5GWA7;F5H3X6;F5H0C5;F5H2D2;U3KPZ5	Prohibitin-2	PHB2	ENSG00000215021	ENSP00000382362;ENSP00000412856;ENSP00000438068;ENSP00000438634;ENSP00000439029;ENSP00000440317;ENSP00000441662;ENSP00000441875;ENSP00000475382	8.179057012	4.95E-07
J3QKQ4;Q9UGN4-4;Q9UGN4-2;Q9UGN4	CMRF35-like molecule 8	CD300A	ENSG00000167851	ENSP00000308188;ENSP00000353259;ENSP00000354564;ENSP00000376401;ENSP00000463189	0.982914436	0.198956696
J3QLT8		DCC	ENSG00000187323	ENSP00000304146;ENSP00000389140;ENSP00000397322;ENSP00000463131;ENSP00000463463;ENSP00000463699;ENSP00000463766;ENSP00000464277;ENSP00000464292;ENSP00000464582	2.510989913	0.012074442
J3QQJ5		TRAPPC8	ENSG00000153339	ENSP00000283351;ENSP00000462550;ENSP00000463764;ENSP00000463876;ENSP00000463973;ENSP00000464591	2.839399159	0.006413114
J3QQM1;P62195-2;P62195;J3QSA9;J3QRW1;J3QLH6;J3KRP2;J3QRR3;J3QSE0;Q8NB90-3;Q8NB90-2;Q8NB90	26S protease regulatory subunit 8	PSMC5	ENSG00000087191;ENSG00000145375	ENSP00000310572;ENSP00000364970;ENSP00000462098;ENSP00000462495;ENSP00000463107;ENSP00000463549;ENSP00000463801;ENSP00000463938;ENSP00000464347;ENSP00000464405;ENSP00000464602;ENSP00000464646;ENSP00000274008	0.969551625	0.20325205
K7EJ57;O96008-2;O96008;K7EKG4	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	ENSG00000130204	ENSP00000252487;ENSP00000385184;ENSP00000410339;ENSP00000465032;ENSP00000465608;ENSP00000465611;ENSP00000466084	1.919507392	0.036837113
K7EJE8;K7EKE6;P36776-3;P36776-2;P36776;K7ER56;K7ER27;K7ERR6	Lon protease homolog, mitochondrial	LONP1	ENSG00000196365	ENSP00000353826;ENSP00000441523;ENSP00000465139;ENSP00000465585;ENSP00000467808;ENSP00000468083;ENSP00000468114;ENSP00000468379;ENSP00000468385;ENSP00000468541	2.542151161	0.011385342
K7EP07;K7EK42;Q99426-2;Q99426	Tubulin-folding cofactor B	TBCB	ENSG00000105254	ENSP00000221855;ENSP00000465447;ENSP00000465979;ENSP00000467172;ENSP00000467487;ENSP00000467825;ENSP00000468055;ENSP00000485894	0.289642357	0.639763592
K7EKE5;Q9NRH3;P23258	Tubulin gamma-2 chain;Tubulin gamma-1 chain	TUBG1	ENSG00000131462;ENSG00000037042	ENSP00000251413;ENSP00000464867;ENSP00000465582;ENSP00000251412	1.604792612	0.065659582
K7EMG3;Q8N8N0	E3 ubiquitin-protein ligase RNF152	RNF152	ENSG00000176641	ENSP00000316628;ENSP00000466492	NaN	NaN
K7ENI6;K7ERE1;Q8N2U0	Transmembrane protein 256	TMEM256	ENSG00000205544;ENSG00000262481	ENSP00000301939;ENSP00000468314;ENSP00000466104;ENSP00000466960;ENSP00000468219;ENSP00000468730	2.386456908	0.015357626
K7EPY7		TRPV2	ENSG00000187688	ENSP00000342222;ENSP00000390014;ENSP00000464850;ENSP00000465609;ENSP00000466130;ENSP00000467593	0.668341663	0.348939601
K7ERZ3;O60664-2;O60664-4;O60664-3;O60664	Perilipin-3	PLIN3	ENSG00000105355	ENSP00000221957;ENSP00000465117;ENSP00000465596;ENSP00000465975;ENSP00000467803;ENSP00000468096;ENSP00000468476	1.946488386	0.035149888
K7ES74;Q92947-2;Q92947;K7EKH1;K7EKT3;K7ERX1	Glutaryl-CoA dehydrogenase, mitochondrial	GCDH	ENSG00000105607	ENSP00000222214;ENSP00000465618;ENSP00000465770;ENSP00000466845;ENSP00000467735;ENSP00000468125;ENSP00000468452;ENSP00000468584;ENSP00000468625	2.358859308	0.016166043
M0QXB4;O14579-3;O14579;M0R061;O14579-2	Coatomer subunit epsilon	COPE	ENSG00000105669	ENSP00000262812;ENSP00000343134;ENSP00000345674;ENSP00000469035;ENSP00000471034;ENSP00000483420	2.179240419	0.022527642
M0QZR4;Q92888;Q92888-3;Q92888-2;Q92888-4;M0QYC1;M0QYS3;M0R3H5;M0QZH8;M0R2C7	Rho guanine nucleotide exchange factor 1	ARHGEF1	ENSG00000076928	ENSP00000337261;ENSP00000344429;ENSP00000346532;ENSP00000367394;ENSP00000469409;ENSP00000469735;ENSP00000470042;ENSP00000470557;ENSP00000470715;ENSP00000471942;ENSP00000472466;ENSP00000473229	1.693875884	0.056173337
M0QZT2;M0R389;Q15102;M0QXS6;M0R323;M0R1K3	Platelet-activating factor acetylhydrolase IB subunit gamma	PAFAH1B3	ENSG00000079462	ENSP00000262890;ENSP00000444935;ENSP00000469352;ENSP00000470753;ENSP00000471933;ENSP00000472950;ENSP00000473065	2.179989896	0.022527642
M0R0C1;O60234;M0QYG8;M0R1D2;M0QYJ8;M0QX47;M0QXC2	Glia maturation factor gamma	GMFG	ENSG00000130755	ENSP00000253054;ENSP00000468894;ENSP00000469050;ENSP00000469485;ENSP00000469755;ENSP00000469813;ENSP00000469877;ENSP00000471139;ENSP00000471786;ENSP00000472249;ENSP00000472707	1.507702156	0.079012311
M0R2S2;M0R165;Q9UBC2-4;Q9UBC2-3;Q9UBC2;Q9UBC2-2	Epidermal growth factor receptor substrate 15-like 1	EPS15L1	ENSG00000127527	ENSP00000248070;ENSP00000393313;ENSP00000440103;ENSP00000465286;ENSP00000468866;ENSP00000469495;ENSP00000471662;ENSP00000471981;ENSP00000472135;ENSP00000472267;ENSP00000472771;ENSP00000472958;ENSP00000473242	3.437190952	0.002185606
O00160;Q12965;M0QXU2;M0QY89;H0YLE5	Unconventional myosin-If	MYO1F	ENSG00000157483;ENSG00000142347	ENSP00000288235;ENSP00000453178;ENSP00000453232;ENSP00000453811;ENSP00000453936;ENSP00000454113;ENSP00000344871;ENSP00000469098;ENSP00000469380;ENSP00000469387;ENSP00000469668;ENSP00000481682	7.854788501	8.77E-07
O00232-2;O00232	26S proteasome non-ATPase regulatory subunit 12	PSMD12	ENSG00000197170	ENSP00000348442;ENSP00000349667;ENSP00000462525;ENSP00000463017	3.314715083	0.002739927
O00429-3;O00429;O00429-6;G8JLD5;O00429-4;O00429-5;O00429-2;O00429-8;O00429-7;F8VZ52;B4DPZ9;F8VUJ9;F8W1W3;B4DDQ3;F8VR28;F8VYL3;H0YHY4	Dynamin-1-like protein	DNM1L	ENSG00000087470	ENSP00000266481;ENSP00000350948;ENSP00000370388;ENSP00000390090;ENSP00000396030;ENSP00000404160;ENSP00000415131;ENSP00000447013;ENSP00000447788;ENSP00000447845;ENSP00000448105;ENSP00000448610;ENSP00000448802;ENSP00000448936;ENSP00000449089;ENSP00000450399;ENSP00000450401	1.758544511	0.049611854
O00483	Cytochrome c oxidase subunit NDUFA4	NDUFA4	ENSG00000189043	ENSP00000339720	3.568245415	0.001708724
O00602;A0A087WVE2	Ficolin-1	FCN1	ENSG00000085265	ENSP00000360871;ENSP00000479379	1.428730905	0.091079947
O14744-3;O14744-5;O14744-2;O14744;H0YJX6;O14744-4;G3V5T6;H0YJ77;G3V5L5;H0YJD3;G3V580;G3V2L6;G3V2X6	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	ENSG00000100462	ENSP00000216350;ENSP00000319169;ENSP00000380582;ENSP00000380583;ENSP00000387663;ENSP00000409482;ENSP00000450633;ENSP00000450737;ENSP00000450919;ENSP00000450956;ENSP00000451127;ENSP00000451245;ENSP00000452102;ENSP00000452218;ENSP00000452409;ENSP00000452411;ENSP00000452501;ENSP00000452509;ENSP00000452555;ENSP00000485787	2.470721889	0.013078777
O14773-2;O14773	Tripeptidyl-peptidase 1	TPP1	ENSG00000166340	ENSP00000299427;ENSP00000398136;ENSP00000434647;ENSP00000435001;ENSP00000437066;ENSP00000484546	5.748741222	3.18E-05
O14791-3;O14791;O14791-2;B1AH96	Apolipoprotein L1	APOL1	ENSG00000100342	ENSP00000317674;ENSP00000380448;ENSP00000380449;ENSP00000388477;ENSP00000391206;ENSP00000391302;ENSP00000392514;ENSP00000392857;ENSP00000397141;ENSP00000404525;ENSP00000411507	3.327359382	0.002677938
O14828;O14828-2	Secretory carrier-associated membrane protein 3	SCAMP3	ENSG00000116521;ENSG00000263290	ENSP00000307275;ENSP00000347540;ENSP00000458542;ENSP00000461521	3.217404082	0.003285236
Q5VV89;O14880;Q5VV87	Microsomal glutathione S-transferase 3	MGST3	ENSG00000143198	ENSP00000356858;ENSP00000356859;ENSP00000356860;ENSP00000356863;ENSP00000356864;ENSP00000487151	3.871405072	0.000971638
O14964-2;O14964;I3L1P5;I3L2H4;I3L165	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	ENSG00000185359	ENSP00000331201;ENSP00000458603;ENSP00000458775;ENSP00000458789;ENSP00000458987;ENSP00000459685;ENSP00000460130;ENSP00000460165	2.281391046	0.018752328
O14976-2;O14976	Cyclin-G-associated kinase	GAK	ENSG00000178950	ENSP00000314499;ENSP00000421049;ENSP00000421361;ENSP00000421814;ENSP00000422391;ENSP00000424553;ENSP00000424701;ENSP00000426062;ENSP00000426728;ENSP00000426908;ENSP00000484475;ENSP00000486984	3.498224471	0.001973412
O15031;A6QRG9	Plexin-B2	PLXNB2	ENSG00000196576	ENSP00000352288;ENSP00000387470;ENSP00000392620;ENSP00000400679;ENSP00000406048;ENSP00000409171;ENSP00000415757;ENSP00000478347;ENSP00000482999	0.96849318	0.203536215
O15173;O15173-2;U3KQM0	Membrane-associated progesterone receptor component 2	PGRMC2	ENSG00000164040	ENSP00000296425;ENSP00000429301;ENSP00000475242;ENSP00000475268;ENSP00000475350;ENSP00000475603;ENSP00000476010;ENSP00000481886	3.234428125	0.003187407
Q5T8U5;O15260-2;O15260;B7Z1G8;O15260-3	Surfeit locus protein 4	SURF4	ENSG00000148248;ENSG00000280951;ENSG00000148248	ENSP00000361057;ENSP00000419853;ENSP00000446061;ENSP00000486049;ENSP00000486869;ENSP00000487537;ENSP00000361059;ENSP00000481666;ENSP00000483216	2.349204648	0.016393021
O15389;Q08ET2	Sialic acid-binding Ig-like lectin 5;Sialic acid-binding Ig-like lectin 14	SIGLEC5	ENSG00000105501;ENSG00000268500;ENSG00000254415	ENSP00000415200;ENSP00000455510;ENSP00000470259;ENSP00000473238;ENSP00000354090	5.554651128	4.32E-05
O15400-2;O15400	Syntaxin-7	STX7	ENSG00000079950	ENSP00000356914;ENSP00000356918	2.913077584	0.005603274
O15427;J3QQV2;J3QSC3;J3QQS9;J3QLE3;J3KTM6;J3QRU2;J3KT83;J3QRA0;J3KTI8;J3QRP8	Monocarboxylate transporter 4	SLC16A3	ENSG00000141526	ENSP00000376150;ENSP00000376152;ENSP00000462405;ENSP00000462854;ENSP00000463005;ENSP00000463063;ENSP00000463508;ENSP00000463880;ENSP00000463912;ENSP00000463978;ENSP00000464112;ENSP00000464326;ENSP00000464381;ENSP00000464625;ENSP00000482013;ENSP00000483212	3.279425292	0.00294443
O15431	High affinity copper uptake protein 1	SLC31A1	ENSG00000136868	ENSP00000363329	1.403165914	0.095449286
O15439-2;O15439;O15439-4;O15439-3	Multidrug resistance-associated protein 4	ABCC4	ENSG00000125257	ENSP00000366084;ENSP00000442024;ENSP00000487081	6.669924219	5.90E-06
O43182-4;O43182;H7BYE6;O43182-5;O43182-2;O43182-3	Rho GTPase-activating protein 6	ARHGAP6	ENSG00000047648	ENSP00000302312;ENSP00000338967;ENSP00000370093;ENSP00000370094;ENSP00000370112;ENSP00000435767	3.271054667	0.002974277
O43294;O43294-2;H3BQC4;H3BSN4;I3L209;H3BS04;H3BN49	Transforming growth factor beta-1-induced transcript 1 protein	TGFB1I1	ENSG00000140682	ENSP00000355117;ENSP00000378327;ENSP00000378332;ENSP00000454688;ENSP00000455709;ENSP00000456341;ENSP00000456482;ENSP00000456783;ENSP00000457586;ENSP00000459283	0.139427246	0.815394326
O43306-2;O43306;C9JRT8;B3KWA8;O95622-2;O95622	Adenylate cyclase type 6	ADCY6	ENSG00000173175;ENSG00000174233	ENSP00000308685;ENSP00000417789;ENSP00000418537;ENSP00000419361;ENSP00000420082;ENSP00000420252;ENSP00000311405;ENSP00000350536;ENSP00000446730;ENSP00000447702	3.284997394	0.002915866
O43516-2;O43516;O43516-3;E9PB87;O43516-4	WAS/WASL-interacting protein family member 1	WIPF1	ENSG00000115935	ENSP00000272746;ENSP00000352802;ENSP00000376329;ENSP00000376330;ENSP00000386431;ENSP00000386757;ENSP00000387150;ENSP00000388454;ENSP00000391785;ENSP00000479992	2.264911112	0.019325417
O43678;O43678-2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2	NDUFA2	ENSG00000131495	ENSP00000252102;ENSP00000427220	4.211768828	0.000520119
O43752;O43752-2	Syntaxin-6	STX6	ENSG00000135823	ENSP00000258301;ENSP00000440188	5.147550464	8.92E-05
O43852;O43852-3;O43852-5;O43852-2;O43852-4;O43852-9;H0Y875;O43852-13;O43852-14;O43852-15;O43852-11;O43852-10;O43852-6;O43852-12;O43852-7;O43852-8	Calumenin	CALU	ENSG00000128595	ENSP00000249364;ENSP00000408838;ENSP00000417973;ENSP00000420381;ENSP00000438248;ENSP00000442110	4.288955077	0.000450082
O60262	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	GNG7	ENSG00000176533	ENSP00000371594;ENSP00000468650	0.609732684	0.382506095
O60603	Toll-like receptor 2	TLR2	ENSG00000137462	ENSP00000260010	3.570284374	0.001706647
O60658-6;O60658-2;O60658	High affinity cAMP-specific and IBMX-insensitive 3,5-cyclic phosphodiesterase 8A	PDE8A	ENSG00000073417	ENSP00000311453;ENSP00000340679;ENSP00000378056;ENSP00000431976;ENSP00000432309;ENSP00000452907;ENSP00000453808;ENSP00000454094	5.216555679	8.07E-05
O60669	Monocarboxylate transporter 2	SLC16A7	ENSG00000118596	ENSP00000261187;ENSP00000446722;ENSP00000447459;ENSP00000447555;ENSP00000447814;ENSP00000448071;ENSP00000448742;ENSP00000448870;ENSP00000449167;ENSP00000449229;ENSP00000449547;ENSP00000449972;ENSP00000450133	0.352656004	0.579535087
O60861-1;O60861-4;O60861;O60861-2;J3QLH8;J3KTB1;J3QS26;J3KS47;A0A0A0MS68	Growth arrest-specific protein 7	GAS7	ENSG00000007237	ENSP00000322608;ENSP00000379421;ENSP00000407552;ENSP00000410108;ENSP00000443265;ENSP00000462304;ENSP00000462897;ENSP00000463527;ENSP00000463551;ENSP00000463873;ENSP00000464088;ENSP00000464240;ENSP00000464494	1.554921584	0.071672921
O75306-2;O75306	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial	NDUFS2	ENSG00000158864	ENSP00000356972;ENSP00000376018	0.710165675	0.326523713
O75323-2;O75323	Protein NipSnap homolog 2	GBAS	ENSG00000146729	ENSP00000313050;ENSP00000398498;ENSP00000401185;ENSP00000406336;ENSP00000406855;ENSP00000409266	1.39029352	0.09716098
O75369-6;O75369-3;O75369-2;O75369-9;O75369;O75369-8;O75369-5;O75369-4;E7EN95;O75369-7	Filamin-B	FLNB	ENSG00000136068	ENSP00000295956;ENSP00000351339;ENSP00000414532;ENSP00000415599;ENSP00000418510;ENSP00000419954;ENSP00000420199;ENSP00000420213	6.017846403	1.99E-05
O75387;O75387-2;E9PJ68	Large neutral amino acids transporter small subunit 3	SLC43A1	ENSG00000149150	ENSP00000278426;ENSP00000432241;ENSP00000432361;ENSP00000434312;ENSP00000435486;ENSP00000435647;ENSP00000435673;ENSP00000435803	6.806233089	4.74E-06
O75396;A0A087X1A9	Vesicle-trafficking protein SEC22b	SEC22B	ENSG00000265808	ENSP00000463393;ENSP00000484017	2.474060383	0.013006238
O75427	Leucine-rich repeat and calponin homology domain-containing protein 4	LRCH4	ENSG00000077454	ENSP00000309689;ENSP00000419674;ENSP00000419870;ENSP00000483999	6.469529118	8.70E-06
O75489;E9PS48;O75489-2	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	ENSG00000213619	ENSP00000263774;ENSP00000431588;ENSP00000432099;ENSP00000433405;ENSP00000433753;ENSP00000434970	4.733939172	0.000191434
O75629	Protein CREG1	CREG1	ENSG00000143162	ENSP00000359540	4.974715836	0.000120635
O75844	CAAX prenyl protease 1 homolog	ZMPSTE24	ENSG00000084073	ENSP00000361845	5.244502878	7.80E-05
O75915;F8WF90;C9JQU6;F8WF33	PRA1 family protein 3	ARL6IP5	ENSG00000144746	ENSP00000273258;ENSP00000419021;ENSP00000419374;ENSP00000420138	2.173951505	0.02259252
O75923-3;O75923-9;O75923;O75923-14;O75923-6;O75923-12;O75923-5;O75923-11;O75923-4;O75923-10;O75923-2;O75923-8;O75923-7;O75923-13;O75923-15	Dysferlin	DYSF	ENSG00000135636	ENSP00000258104;ENSP00000377678;ENSP00000386285;ENSP00000386512;ENSP00000386547;ENSP00000386617;ENSP00000386683;ENSP00000386881;ENSP00000387137;ENSP00000398305;ENSP00000407046	2.033172181	0.029546202
O75947;O75947-2;F5H608	ATP synthase subunit d, mitochondrial	ATP5H	ENSG00000167863	ENSP00000301587;ENSP00000344230;ENSP00000437996	6.939648185	3.87E-06
O75995	SAM and SH3 domain-containing protein 3	SASH3	ENSG00000122122	ENSP00000349359	4.033502269	0.00073616
O94804;H0YB71	Serine/threonine-protein kinase 10	STK10	ENSG00000072786	ENSP00000176763;ENSP00000428806	0.637882735	0.367080325
O94919	Endonuclease domain-containing 1 protein	ENDOD1	ENSG00000149218	ENSP00000278505	3.315667429	0.002739927
S4R3I5;Q6FGG4;O95167	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3	NDUFA3	ENSG00000170906;ENSG00000273642;ENSG00000274359;ENSG00000275605;ENSG00000275724;ENSG00000276061;ENSG00000276220;ENSG00000276766;ENSG00000277722;ENSG00000278365;ENSG00000170906	ENSP00000398290;ENSP00000418438;ENSP00000477783;ENSP00000477919;ENSP00000478119;ENSP00000480437;ENSP00000481545;ENSP00000482015;ENSP00000483002;ENSP00000483683;ENSP00000483934;ENSP00000484436;ENSP00000375642;ENSP00000375643;ENSP00000375644;ENSP00000394383;ENSP00000407335;ENSP00000410453;ENSP00000412325;ENSP00000474408;ENSP00000474705	3.57515873	0.0016935
O95202	LETM1 and EF-hand domain-containing protein 1, mitochondrial	LETM1	ENSG00000168924	ENSP00000305653	2.152186838	0.02362236
O95239;O95239-2;Q2VIQ3	Chromosome-associated kinesin KIF4A;Chromosome-associated kinesin KIF4B	KIF4A	ENSG00000226650;ENSG00000090889	ENSP00000387875;ENSP00000363524	6.040935748	1.93E-05
O95292;E5RK64;O95292-2	Vesicle-associated membrane protein-associated protein B/C	VAPB	ENSG00000124164	ENSP00000379147;ENSP00000417175;ENSP00000430426	4.952051045	0.000126309
O95373	Importin-7	IPO7	ENSG00000205339	ENSP00000369042;ENSP00000433313;ENSP00000435235;ENSP00000486575	5.143510661	8.92E-05
O95445;Q5SRP5;O95445-2	Apolipoprotein M	APOM	ENSG00000204444;ENSG00000206409;ENSG00000224290;ENSG00000226215;ENSG00000227567;ENSG00000231974;ENSG00000235754;ENSG00000204444	ENSP00000365081;ENSP00000365085;ENSP00000372930;ENSP00000383021;ENSP00000389591;ENSP00000392021;ENSP00000393581;ENSP00000394610;ENSP00000398944;ENSP00000401684;ENSP00000403062;ENSP00000405730;ENSP00000413446;ENSP00000416335;ENSP00000365083	1.790274479	0.046626386
O95466-2;O95466;O95466-3;K7EK60;A0A0A0MR62;K7EJE6;K7EMY8;K7ERL1	Formin-like protein 1	FMNL1	ENSG00000184922	ENSP00000327442;ENSP00000329219;ENSP00000465137;ENSP00000465474;ENSP00000466711;ENSP00000468301	2.675819093	0.008851179
O95497;Q9NY84-5;Q9NY84-2;Q9NY84	Pantetheinase	VNN1	ENSG00000093134;ENSG00000112299	ENSP00000438024;ENSP00000438175;ENSP00000439449;ENSP00000439815;ENSP00000440245;ENSP00000440594;ENSP00000441182;ENSP00000443073;ENSP00000443901;ENSP00000444491;ENSP00000444505;ENSP00000463583;ENSP00000464241;ENSP00000356905	5.685560752	3.58E-05
O95498;O95498-6;O95498-2;J3KQ55;J3QT03;E9PL76;B4DQB2;J3KQQ7;O95498-3;O95498-4;E9PRD9;E9PQ75;E9PLK5;O95498-5;E9PK31	Vascular non-inflammatory molecule 2	VNN2	ENSG00000112303	ENSP00000322276;ENSP00000376190;ENSP00000387572;ENSP00000406536;ENSP00000431451;ENSP00000431680;ENSP00000432516;ENSP00000432582;ENSP00000433285;ENSP00000434077;ENSP00000434210;ENSP00000436822;ENSP00000436863;ENSP00000436935	6.519871875	7.97E-06
Q5TIH2;O95562	Vesicle transport protein SFT2B	SFT2D2	ENSG00000213064	ENSP00000271375;ENSP00000356803;ENSP00000486492	1.44403824	0.088647211
O95747;C9JIG9;Q9UEW8-2;Q9UEW8	Serine/threonine-protein kinase OSR1	OXSR1	ENSG00000172939;ENSG00000198648	ENSP00000311713;ENSP00000398356;ENSP00000415851;ENSP00000348278	1.674264719	0.058147587
O95782-2;O95782	AP-2 complex subunit alpha-1	AP2A1	ENSG00000196961	ENSP00000346246;ENSP00000351926;ENSP00000472492	4.381965235	0.000375966
O95831-3;O95831;E9PMA0;O95831-5;O95831-2;O95831-6;O95831-4	Apoptosis-inducing factor 1, mitochondrial	AIFM1	ENSG00000156709	ENSP00000287295;ENSP00000315122;ENSP00000316320;ENSP00000402535;ENSP00000431222;ENSP00000432998;ENSP00000435955;ENSP00000446113	3.644228132	0.001530094
P00367;P00367-2;P00367-3;P49448	Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1	ENSG00000148672;ENSG00000182890	ENSP00000277865;ENSP00000327589	3.636402022	0.001546461
P00387-2;P00387;P00387-3;B1AHF3	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	ENSG00000100243	ENSP00000338461;ENSP00000354468;ENSP00000384457;ENSP00000384834;ENSP00000385679;ENSP00000403439	3.665092746	0.001480252
